time_at_cal,major,coding_exp_words,coding_exp_scale,cal_fav,piercings,pets_and_sibs,diet,prof_label,study_place,olympics,season,mts_beach,coffee_tea,tech_relationships,climate,crypto,ai,covid,fire_alarm,election,hotdogs,horse_duck,is_artist,is_comp_sci,is_entrepreneur,is_humanist,is_nat_sci,is_other,is_soc_sci
I'm in my third year.,Applied Mathematics (Intended Data Science double),Some. I've had to write code for one or two classes and am comfortable with it.,10,I love the community and all the resources provided to students.,0,2,I eat both plants and animals.,Computational Scientist,Moffitt,Snowboarding,Summer,At the beach,Tea,5,7,3,6,0.25,0.35,0.04,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economics and Political Science,None.,1,Oski!,4,2,I eat both plants and animals.,Social Scientist,Strada,I am not excited to watch the Olympics.,Spring,At the beach,Coffee,3,7,6,6,0.04,0.9,0.06,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Economics,None.,1,San Francisco Giant's diehard fan,0,1,I eat both plants and animals.,Other,My dorm,I am not excited to watch the Olympics.,Winter,At the beach,Tea,5,5,9,8,0.5,0.1,NA,Yes,Horse-sized duck,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my second year.,"Data Science, Business Administration",Some. I've had to write code for one or two classes and am comfortable with it.,6,It is very different than where I grew up,0,2,I eat both plants and animals.,Computational Scientist,Moffitt,Snowboarding,Winter,In the mountains,Coffee,3,6,5,7,0.05,0.2,NA,Yes,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,math and economics,Very little. I've just dipped my toe in.,2,math courses with many different topics,0,0,I eat both plants and animals.,Other,East Asian Library,Curling,Winter,At the beach,Tea,1,5,6,1,0.01,0.8,0.02,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my second year.,Data Science,Some. I've had to write code for one or two classes and am comfortable with it.,6,I enjoy club events.,0,1 dog and 1 older sister,I eat both plants and animals.,Computational Scientist,Moffitt stacks,Ice skating,Winter,At the beach,Coffee,4,7,3,5,0.12,0.75,0.2,Yes,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Econ +MCB,Very little. I've just dipped my toe in.,3,For right now the campus,2,0,I eat both plants and animals.,Social Scientist,just got here maybe east asian library,Ice skating,Summer,At the beach,I don't drink either,6,4,5,7,0.4,1,0.03,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my first year.,Computer Science,NA,7,The things of nature and diversity,0,0 pet + 2 siblings,I eat both plants and animals.,Computational Scientist,Mlk,Ice skating,Summer,At the beach,Coffee,3,5,6,1,0,0.85,NA,No,Horse-sized duck,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my first year.,Economics,Very little. I've just dipped my toe in.,2,NA,5+,2,I eat both plants and animals.,Entrepreneur,Moffit,Snowboarding,Fall,In the mountains,Tea,7,9,5,6,0.7,0.6,NA,Yes,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economics,NA,1,So far I really like my professors and the campus,0,2 brothers no pets,I eat both plants and animals.,Other,Moffit or Doe,Snowboarding,Spring,At the beach,Coffee,7,7,6,7,0.01,0.5,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my second year.,Double Major in Cognitive Science and Economics,"A bit. I've used coding in a limited capacity, such as for a small part of a course",7,The diversity,0,5,I eat both plants and animals.,Entrepreneur,The Chemistry Library,Ice skating,Fall,In the mountains,Coffee,6,7,4,8,0.7,0.9,NA,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Economics,Very little. I've just dipped my toe in.,3,Rigorous,0,1 sibling,I eat both plants and animals.,Other,Main Stacks,I am not excited to watch the Olympics.,Winter,In the mountains,I don't drink either,10,5,10,7,0.01,0.25,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my second year.,Industrial Engineering and Operations Research,"A bit. I've used coding in a limited capacity, such as for a small part of a course",3,"I really like the community, and having such an extensive campus and all its resources at our disposal.",0,1,I eat only plants.,Entrepreneur,Doe Library,Curling,Summer,In the mountains,Tea,3,8,10,1,0.2,0.99999,0.12,Yes,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my first year.,Econ,A good deal. I have several years of experience writing code.,8,Good weather,0,6+1,I eat both plants and animals.,Computational Scientist,Moffitt,Alpine skiing,Winter,In the mountains,Coffee,5,5,5,5,0.3,0.3,0.05,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economics,Very little. I've just dipped my toe in.,5,The people,0,"2 brothers , no pets",I eat both plants and animals.,Social Scientist,my room,Ice skating,Spring,At the beach,Tea,7,4,4,7,0.15,0.8,0.03,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my third year.,Integrative biology and Forestry & ecosystem management,None.,1,The diversity.,1,"3 brothers, 2 dogs",I eat both plants and animals.,Natural Scientist,VLSB,Speed skating,Summer,At the beach,Tea,6,5,6,4,0.2,0.15,NA,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
I'm in my second year.,Intending on Econ and Media Studies,Very little. I've just dipped my toe in.,3,"It might sound a little cliche, but I really love the vast amount of accessibility and opportunities there are at Cal. Food, classes, activities, etc.",0,2 (younger brothers),I eat both plants and animals.,Artist,My apartment,Alpine skiing,Fall,In the mountains,Coffee,3,5,2,3,0.01,0.5,0.07,Yes,Horse-sized duck,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economics,None.,1,The school spirit and the diversity on campus.,0,"I have a chocolate lab and two siblings, a brother and a sister.",I eat both plants and animals.,Social Scientist,The Library,Snowboarding,Winter,In the mountains,I don't drink either,5,8,6,6,0.05,0.1,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,I intend to major in Economics.,Very little. I've just dipped my toe in.,3,My favorite thing about Cal is learning from the experienced professors and being able to learn a lot of information from them.,0,1,I eat both plants and animals.,Entrepreneur,Library.,Ice skating,Spring,In the mountains,Coffee,8,7,5,7,0.01,0.3,0.05,No,Horse-sized duck,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economics,Very little. I've just dipped my toe in.,7,The libraries,0,4,I eat both plants and animals.,Entrepreneur,doe library,Snowboarding,Winter,In the mountains,Coffee,9,5,5,8,5,3,0.05,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Cognitive Science + Data Science,Some. I've had to write code for one or two classes and am comfortable with it.,8,The opportunity,0,"1 pet, 1 sibling",I eat both plants and animals.,Computational Scientist,Moffit,Ice skating,Fall,In the mountains,I don't drink either,6,8,5,3,0.2,0.75,0.35,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economics,None.,5,The academic and social cultures,3,1 sibling + 1 pet,I eat both plants and animals.,Social Scientist,Morrison Library or the Glade,Ice skating,Fall,At the beach,Coffee,4,7,8,5,0.4,0.9,0.05,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Environmental Economics and Policy,Very little. I've just dipped my toe in.,3,The school spirit.,0,1 dog and 1 brother,I eat both plants and animals.,Entrepreneur,My room.,Alpine skiing,Winter,In the mountains,Coffee,7,8,4,7,0.2,0.4,NA,Yes,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,society and environment,Very little. I've just dipped my toe in.,3,The variety of classes,1,"1 brother, 1 cat, 2 dogs, 4 fish",I eat both plants and animals.,Humanist,in the redwoods scattered through campus,Ice skating,Spring,In the mountains,Tea,6,7,5,8,0.44,0.75,0.4,No,Duck-sized horse,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
I'm in my second year.,Economics,None.,1,The dorm,2,3,I eat both plants and animals.,Entrepreneur,My dorm,Curling,Spring,In the mountains,Coffee,7,8,1,5,0.01,1,0.02,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,statistics and neuroscience,"A bit. I've used coding in a limited capacity, such as for a small part of a course",5,NA,0,0,I eat both plants and animals.,Entrepreneur,Main stack,Speed skating,Fall,At the beach,Tea,7,9,7,3,0.3,0.6,NA,Yes,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Business Administration and Data Science,None.,1,I like the people I’ve met and the memories I’ve made here.,4,1 sibling,I eat only plants.,Other,Study lounges,Nordic skiing,Fall,At the beach,Coffee,7,8,8,7,0.1,0.3,0.02,Yes,Horse-sized duck,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my first year.,Economics,None.,1,The beautiful campus and great professors!,0,3,I eat both plants and animals.,Entrepreneur,I have not found a good place to study yet (its my first week :),Snowboarding,Summer,At the beach,Coffee,7,10,6,3,0.12,0.02,NA,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my fourth year.,digital media studies,None.,7,everyone here is friendly,5+,1 cats and 3 siblings,I eat mostly plants.,Social Scientist,moffitt,Snowboarding,Summer,At the beach,Tea,8,8,8,8,0,0,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Statistics,Some. I've had to write code for one or two classes and am comfortable with it.,8,"My favorite thing about Cal is definitely the culture. It feels like a place where anyone is welcome, where regardless of your interests, you will be able to find a group of people who are also equally interested in pursuing your passions.",0,4,I eat both plants and animals.,Computational Scientist,"My favorite place so far has been my dorm, but that may change.",Ice skating,Fall,At the beach,Coffee,8,7,4,5,0.3,0.7,0.03,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Legal Studies,None.,1,My favorite thing is the amount of clubs and sports games on campus to enjoy.,2,1 brother and 2 dogs,I eat both plants and animals.,Other,Doe Library,Ice skating,Winter,In the mountains,I don't drink either,5,5,5,4,0.01,0,NA,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my second year.,Economics,"A bit. I've used coding in a limited capacity, such as for a small part of a course",6,I enjoy the people that I have met since being at Cal.,2,1 brother,I eat both plants and animals.,Other,MLK Student Union,Curling,Fall,At the beach,Coffee,3,7,8,2,0.01,0.6,0.4,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
This is my first semester!,Economics,Some. I've had to write code for one or two classes and am comfortable with it.,8,NA,0,3,I eat both plants and animals.,Social Scientist,NA,I am not excited to watch the Olympics.,Winter,At the beach,Tea,7,3,2,5,0.1,0.65,0.07,Yes,Horse-sized duck,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Economics,"A bit. I've used coding in a limited capacity, such as for a small part of a course",5,The diversity of students and instructors on campus!,0,1,I eat both plants and animals.,Entrepreneur,Student Union,Speed skating,Fall,At the beach,Tea,6,4,3,3,0.2,0.5,0.02,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Indented Economics,Very little. I've just dipped my toe in.,3,The scenery,0,3,I eat both plants and animals.,Humanist,Chou Hall,I am not excited to watch the Olympics.,Fall,In the mountains,I don't drink either,6,7,3,7,0.33,0.7,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
This is my first semester!,"Political Economy + East Asian Religion, Thought, and Culture",None.,NA,The shared genuine passion for learning amongst all students and faculty,2,2,I eat both plants and animals.,Artist,Moffat,Ice skating,Winter,At the beach,Tea,6,6,9,4,0.5,0.85,0.15,No,Duck-sized horse,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,computer science,A good deal. I have several years of experience writing code.,6,you can make a lot of good connections in Cal,1,2 pets and 1 sister,I eat both plants and animals.,Computational Scientist,library,I am not excited to watch the Olympics.,Summer,At the beach,Coffee,8,8,8,7,0.4,0.2,0.02,No,Horse-sized duck,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economic,Very little. I've just dipped my toe in.,2,There's so many people.,0,1 sister + 1 Dog,I eat both plants and animals.,Humanist,Library,Speed skating,Summer,In the mountains,Tea,5,5,5,5,0.5,0.5,0.1,No,Duck-sized horse,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
This is my first semester!,Economics,None.,1,Cal Spirit!!!!!,0,3,I eat both plants and animals.,Social Scientist,East Asian Library,Ice skating,Fall,At the beach,Coffee,7,7,6,6,0.1,0.99,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Economics,None.,3,The environment and the culture here is contagious. I've been loving meeting so many new people and hearing about their stories each day.,0,1,I eat both plants and animals.,Entrepreneur,Moffitt library,Speed skating,Winter,In the mountains,I don't drink either,7,8,8,5,0.2,0.3,NA,Yes,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Computer Science,A good deal. I have several years of experience writing code.,8,Flexible class Schedule,0,3,I eat both plants and animals.,Computational Scientist,Dorm Room,I am not excited to watch the Olympics.,Winter,In the mountains,Coffee,1,7,9,1,0.125,0.2,NA,Yes,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Business Administration,None.,1,My job,2,2,I eat both plants and animals.,Other,VLSB Library,Ice skating,Spring,At the beach,Coffee,6,6,4,6,0.65,0.8,0.3,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
This is my first semester!,Economics,Very little. I've just dipped my toe in.,2,"The city environment, ability to strike up a conversation with anyone, and the depth of conversation that I’ve had.",0,1 pet 1 brother,I eat both plants and animals.,Entrepreneur,Cafe strada,Ice skating,Summer,At the beach,Coffee,8,6,6,10,0.65,0.25,NA,Yes,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economics,None.,1,The environment,5+,1 pet and 2 siblings,I eat both plants and animals.,Other,anchor house,Ice skating,Spring,At the beach,Coffee,5,6,8,5,0.45,0.98,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my third year.,Environmental Science and MEB,Very little. I've just dipped my toe in.,6,My favorite thing is taking different classes from the ESPM department.,1,2,I eat both plants and animals.,Natural Scientist,My favorite place to study is the chemistry library.,Ice skating,Fall,At the beach,Tea,4,2,3,6,0.25,0.8,0.02,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
This is my first semester!,Microbial and Cell Biology,Some. I've had to write code for one or two classes and am comfortable with it.,7,I love the community and how welcoming everyone has been.,2,1,I eat both plants and animals.,Entrepreneur,Moffit Library,Ice skating,Summer,At the beach,Tea,8,7,2,5,0.5,0.1,0.1,Yes,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,applied math,Some. I've had to write code for one or two classes and am comfortable with it.,8,the diversity of extracurriculars and availability of professional networks with alumni,0,"0 pets, 4 siblings",I eat both plants and animals.,Computational Scientist,in my room,Snowboarding,Winter,In the mountains,Tea,2,6,6,4,0.45,0.85,0.02,Yes,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economic,None.,1,"I think its vibrant campus culture is the favourite thing. The university has a rich history of activism and intellectual engagement, which fosters a dynamic environment for learning and growth.",0,0,I eat both plants and animals.,Entrepreneur,The library.,Nordic skiing,Spring,In the mountains,Tea,4,3,4,3,0.4,0.6,0.02,Yes,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Business,None.,1,Oski,2,1 shiba and 2 siblings,I eat both plants and animals.,Social Scientist,Doe library,Ice skating,Summer,At the beach,Coffee,8,4,5,8,0.09,0.3,0.04,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Psychology,None.,1,the diversity,2,1,I eat both plants and animals.,Humanist,I don't kow yet!,Ice skating,Summer,In the mountains,Coffee,10,3,8,7,NA,NA,0.05,No,Duck-sized horse,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
This is my first semester!,economics,"A bit. I've used coding in a limited capacity, such as for a small part of a course",7,the reseources,0,4,I eat both plants and animals.,Entrepreneur,moffit,I am not excited to watch the Olympics.,Fall,At the beach,Coffee,6,6,7,9,0.1,0,0.05,Yes,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economics and either Applied Math or Statistics. And I will minor in Journalism,None.,1,"The fact that everywhere I go I meet smart, driven people who love to learn and to teach, and that there are people similar to me here, more than in Italy",0,"I have a younger brother (2 year younger). We are really close. And a golden retriever, Mia.",I eat both plants and animals.,Other,Doe Library (but I’ll also try the other libraries),Ice skating,Spring,At the beach,Coffee,6,7,8,3,0.000001,0.1,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my second year.,EECS,Some. I've had to write code for one or two classes and am comfortable with it.,8,"My favorite thing about Cal is the diverse range of people I've met from all backgrounds and experiences. Coming from a smaller hometown, I appreciate how expansive this school is, filled with so many unique individuals, each unique in their own way.",2,1,I eat mostly plants.,Computational Scientist,Haas,Snowboarding,Fall,At the beach,Coffee,7,7,7,4,0.3,1,0.02,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Econ+Stat,None.,1,Large student groups,4,1,I eat both plants and animals.,Entrepreneur,Moffit,Speed skating,Spring,In the mountains,Coffee,3,5,5,3,0.001,0.1,NA,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
